Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Protocol REF	Parameter Value[Instrument]	Parameter Value[Ion source]	Parameter Value[Mass analyzer]	MS Assay Name	Raw Spectral Data File	Protocol REF	Data Transformation Name	Protocol REF	Data Transformation Name	Derived Transformation Name	Metabolite Assignment File 
INCOV090-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV090-BL	Labelling samples	labeled_INCOV090-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV090-BL	blank	Data transformation	metabolite_identification_INCOV090-BL	metabolite identification	metabolite_identification_INCOV090-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV091-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV091-AC	Labelling samples	labeled_INCOV091-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV091-AC	blank	Data transformation	metabolite_identification_INCOV091-AC	metabolite identification	metabolite_identification_INCOV091-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV091-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV091-BL	Labelling samples	labeled_INCOV091-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV091-BL	blank	Data transformation	metabolite_identification_INCOV091-BL	metabolite identification	metabolite_identification_INCOV091-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV092-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV092-AC	Labelling samples	labeled_INCOV092-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV092-AC	blank	Data transformation	metabolite_identification_INCOV092-AC	metabolite identification	metabolite_identification_INCOV092-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV092-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV092-BL	Labelling samples	labeled_INCOV092-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV092-BL	blank	Data transformation	metabolite_identification_INCOV092-BL	metabolite identification	metabolite_identification_INCOV092-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV093-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV093-AC	Labelling samples	labeled_INCOV093-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV093-AC	blank	Data transformation	metabolite_identification_INCOV093-AC	metabolite identification	metabolite_identification_INCOV093-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV093-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV093-BL	Labelling samples	labeled_INCOV093-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV093-BL	blank	Data transformation	metabolite_identification_INCOV093-BL	metabolite identification	metabolite_identification_INCOV093-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV094-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV094-AC	Labelling samples	labeled_INCOV094-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV094-AC	blank	Data transformation	metabolite_identification_INCOV094-AC	metabolite identification	metabolite_identification_INCOV094-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV094-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV094-BL	Labelling samples	labeled_INCOV094-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV094-BL	blank	Data transformation	metabolite_identification_INCOV094-BL	metabolite identification	metabolite_identification_INCOV094-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV096-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV096-AC	Labelling samples	labeled_INCOV096-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV096-AC	blank	Data transformation	metabolite_identification_INCOV096-AC	metabolite identification	metabolite_identification_INCOV096-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV096-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV096-BL	Labelling samples	labeled_INCOV096-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV096-BL	blank	Data transformation	metabolite_identification_INCOV096-BL	metabolite identification	metabolite_identification_INCOV096-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV097-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV097-AC	Labelling samples	labeled_INCOV097-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV097-AC	blank	Data transformation	metabolite_identification_INCOV097-AC	metabolite identification	metabolite_identification_INCOV097-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV097-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV097-BL	Labelling samples	labeled_INCOV097-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV097-BL	blank	Data transformation	metabolite_identification_INCOV097-BL	metabolite identification	metabolite_identification_INCOV097-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV098-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV098-AC	Labelling samples	labeled_INCOV098-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV098-AC	blank	Data transformation	metabolite_identification_INCOV098-AC	metabolite identification	metabolite_identification_INCOV098-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV098-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV098-BL	Labelling samples	labeled_INCOV098-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV098-BL	blank	Data transformation	metabolite_identification_INCOV098-BL	metabolite identification	metabolite_identification_INCOV098-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV100-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV100-AC	Labelling samples	labeled_INCOV100-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV100-AC	blank	Data transformation	metabolite_identification_INCOV100-AC	metabolite identification	metabolite_identification_INCOV100-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV100-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV100-BL	Labelling samples	labeled_INCOV100-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV100-BL	blank	Data transformation	metabolite_identification_INCOV100-BL	metabolite identification	metabolite_identification_INCOV100-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV101-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV101-AC	Labelling samples	labeled_INCOV101-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV101-AC	blank	Data transformation	metabolite_identification_INCOV101-AC	metabolite identification	metabolite_identification_INCOV101-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV101-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV101-BL	Labelling samples	labeled_INCOV101-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV101-BL	blank	Data transformation	metabolite_identification_INCOV101-BL	metabolite identification	metabolite_identification_INCOV101-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV102-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV102-AC	Labelling samples	labeled_INCOV102-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV102-AC	blank	Data transformation	metabolite_identification_INCOV102-AC	metabolite identification	metabolite_identification_INCOV102-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV102-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV102-BL	Labelling samples	labeled_INCOV102-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV102-BL	blank	Data transformation	metabolite_identification_INCOV102-BL	metabolite identification	metabolite_identification_INCOV102-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV103-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV103-AC	Labelling samples	labeled_INCOV103-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV103-AC	blank	Data transformation	metabolite_identification_INCOV103-AC	metabolite identification	metabolite_identification_INCOV103-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV103-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV103-BL	Labelling samples	labeled_INCOV103-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV103-BL	blank	Data transformation	metabolite_identification_INCOV103-BL	metabolite identification	metabolite_identification_INCOV103-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV104-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV104-AC	Labelling samples	labeled_INCOV104-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV104-AC	blank	Data transformation	metabolite_identification_INCOV104-AC	metabolite identification	metabolite_identification_INCOV104-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV104-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV104-BL	Labelling samples	labeled_INCOV104-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV104-BL	blank	Data transformation	metabolite_identification_INCOV104-BL	metabolite identification	metabolite_identification_INCOV104-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV105-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV105-AC	Labelling samples	labeled_INCOV105-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV105-AC	blank	Data transformation	metabolite_identification_INCOV105-AC	metabolite identification	metabolite_identification_INCOV105-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV105-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV105-BL	Labelling samples	labeled_INCOV105-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV105-BL	blank	Data transformation	metabolite_identification_INCOV105-BL	metabolite identification	metabolite_identification_INCOV105-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV106-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV106-AC	Labelling samples	labeled_INCOV106-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV106-AC	blank	Data transformation	metabolite_identification_INCOV106-AC	metabolite identification	metabolite_identification_INCOV106-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV106-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV106-BL	Labelling samples	labeled_INCOV106-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV106-BL	blank	Data transformation	metabolite_identification_INCOV106-BL	metabolite identification	metabolite_identification_INCOV106-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV107-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV107-AC	Labelling samples	labeled_INCOV107-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV107-AC	blank	Data transformation	metabolite_identification_INCOV107-AC	metabolite identification	metabolite_identification_INCOV107-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV107-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV107-BL	Labelling samples	labeled_INCOV107-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV107-BL	blank	Data transformation	metabolite_identification_INCOV107-BL	metabolite identification	metabolite_identification_INCOV107-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV108-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV108-AC	Labelling samples	labeled_INCOV108-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV108-AC	blank	Data transformation	metabolite_identification_INCOV108-AC	metabolite identification	metabolite_identification_INCOV108-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV108-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV108-BL	Labelling samples	labeled_INCOV108-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV108-BL	blank	Data transformation	metabolite_identification_INCOV108-BL	metabolite identification	metabolite_identification_INCOV108-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV109-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV109-AC	Labelling samples	labeled_INCOV109-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV109-AC	blank	Data transformation	metabolite_identification_INCOV109-AC	metabolite identification	metabolite_identification_INCOV109-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV109-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV109-BL	Labelling samples	labeled_INCOV109-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV109-BL	blank	Data transformation	metabolite_identification_INCOV109-BL	metabolite identification	metabolite_identification_INCOV109-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV110-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV110-AC	Labelling samples	labeled_INCOV110-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV110-AC	blank	Data transformation	metabolite_identification_INCOV110-AC	metabolite identification	metabolite_identification_INCOV110-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV110-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV110-BL	Labelling samples	labeled_INCOV110-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV110-BL	blank	Data transformation	metabolite_identification_INCOV110-BL	metabolite identification	metabolite_identification_INCOV110-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV111-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV111-AC	Labelling samples	labeled_INCOV111-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV111-AC	blank	Data transformation	metabolite_identification_INCOV111-AC	metabolite identification	metabolite_identification_INCOV111-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV111-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV111-BL	Labelling samples	labeled_INCOV111-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV111-BL	blank	Data transformation	metabolite_identification_INCOV111-BL	metabolite identification	metabolite_identification_INCOV111-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV112-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV112-AC	Labelling samples	labeled_INCOV112-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV112-AC	blank	Data transformation	metabolite_identification_INCOV112-AC	metabolite identification	metabolite_identification_INCOV112-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV112-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV112-BL	Labelling samples	labeled_INCOV112-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV112-BL	blank	Data transformation	metabolite_identification_INCOV112-BL	metabolite identification	metabolite_identification_INCOV112-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV113-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV113-AC	Labelling samples	labeled_INCOV113-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV113-AC	blank	Data transformation	metabolite_identification_INCOV113-AC	metabolite identification	metabolite_identification_INCOV113-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV113-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV113-BL	Labelling samples	labeled_INCOV113-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV113-BL	blank	Data transformation	metabolite_identification_INCOV113-BL	metabolite identification	metabolite_identification_INCOV113-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV114-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV114-AC	Labelling samples	labeled_INCOV114-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV114-AC	blank	Data transformation	metabolite_identification_INCOV114-AC	metabolite identification	metabolite_identification_INCOV114-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV114-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV114-BL	Labelling samples	labeled_INCOV114-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV114-BL	blank	Data transformation	metabolite_identification_INCOV114-BL	metabolite identification	metabolite_identification_INCOV114-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV115-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV115-AC	Labelling samples	labeled_INCOV115-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV115-AC	blank	Data transformation	metabolite_identification_INCOV115-AC	metabolite identification	metabolite_identification_INCOV115-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
