Sample Name	Protocol REF	Parameter Value[Post Extraction]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[PEA Instrument]	Parameter Value[Panel size]	Parameter Value[Panel amount]	Protocol REF	Parameter Value[real-time PCR machine]	Raw Spectral Data File	Protocol REF	Feature Annotation File
INCOV051-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV051-AC	Labelling samples	labeled_INCOV051-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV051-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV051-BL	Labelling samples	labeled_INCOV051-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV052-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV052-AC	Labelling samples	labeled_INCOV052-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV052-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV052-BL	Labelling samples	labeled_INCOV052-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV053-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV053-AC	Labelling samples	labeled_INCOV053-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV053-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV053-BL	Labelling samples	labeled_INCOV053-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV055-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV055-BL	Labelling samples	labeled_INCOV055-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV056-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV056-AC	Labelling samples	labeled_INCOV056-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV056-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV056-BL	Labelling samples	labeled_INCOV056-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV057-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV057-AC	Labelling samples	labeled_INCOV057-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV057-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV057-BL	Labelling samples	labeled_INCOV057-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV058-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV058-AC	Labelling samples	labeled_INCOV058-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV058-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV058-BL	Labelling samples	labeled_INCOV058-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV059-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV059-AC	Labelling samples	labeled_INCOV059-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV059-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV059-BL	Labelling samples	labeled_INCOV059-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV060-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV060-AC	Labelling samples	labeled_INCOV060-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV060-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV060-BL	Labelling samples	labeled_INCOV060-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV061-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV061-AC	Labelling samples	labeled_INCOV061-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV061-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV061-BL	Labelling samples	labeled_INCOV061-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV062-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV062-AC	Labelling samples	labeled_INCOV062-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV062-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV062-BL	Labelling samples	labeled_INCOV062-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV063-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV063-AC	Labelling samples	labeled_INCOV063-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV063-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV063-BL	Labelling samples	labeled_INCOV063-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV066-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV066-AC	Labelling samples	labeled_INCOV066-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV066-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV066-BL	Labelling samples	labeled_INCOV066-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV067-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV067-AC	Labelling samples	labeled_INCOV067-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV067-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV067-BL	Labelling samples	labeled_INCOV067-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV068-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV068-AC	Labelling samples	labeled_INCOV068-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV068-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV068-BL	Labelling samples	labeled_INCOV068-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV069-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV069-AC	Labelling samples	labeled_INCOV069-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV069-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV069-BL	Labelling samples	labeled_INCOV069-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV070-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV070-AC	Labelling samples	labeled_INCOV070-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV070-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV070-BL	Labelling samples	labeled_INCOV070-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV071-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV071-AC	Labelling samples	labeled_INCOV071-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV071-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV071-BL	Labelling samples	labeled_INCOV071-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV072-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV072-AC	Labelling samples	labeled_INCOV072-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV072-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV072-BL	Labelling samples	labeled_INCOV072-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV073-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV073-AC	Labelling samples	labeled_INCOV073-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV073-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV073-BL	Labelling samples	labeled_INCOV073-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV074-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV074-AC	Labelling samples	labeled_INCOV074-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV074-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV074-BL	Labelling samples	labeled_INCOV074-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV075-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV075-AC	Labelling samples	labeled_INCOV075-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV075-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV075-BL	Labelling samples	labeled_INCOV075-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV076-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV076-AC	Labelling samples	labeled_INCOV076-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV076-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV076-BL	Labelling samples	labeled_INCOV076-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV077-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV077-AC	Labelling samples	labeled_INCOV077-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV077-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV077-BL	Labelling samples	labeled_INCOV077-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV078-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV078-AC	Labelling samples	labeled_INCOV078-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV078-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV078-BL	Labelling samples	labeled_INCOV078-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV079-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV079-AC	Labelling samples	labeled_INCOV079-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV079-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV079-BL	Labelling samples	labeled_INCOV079-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV080-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV080-AC	Labelling samples	labeled_INCOV080-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV080-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV080-BL	Labelling samples	labeled_INCOV080-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV081-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV081-AC	Labelling samples	labeled_INCOV081-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV081-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV081-BL	Labelling samples	labeled_INCOV081-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV082-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV082-AC	Labelling samples	labeled_INCOV082-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV082-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV082-BL	Labelling samples	labeled_INCOV082-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV083-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV083-AC	Labelling samples	labeled_INCOV083-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV083-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV083-BL	Labelling samples	labeled_INCOV083-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV086-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV086-AC	Labelling samples	labeled_INCOV086-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV086-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV086-BL	Labelling samples	labeled_INCOV086-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV087-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV087-AC	Labelling samples	labeled_INCOV087-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV087-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV087-BL	Labelling samples	labeled_INCOV087-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV088-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV088-AC	Labelling samples	labeled_INCOV088-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV088-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV088-BL	Labelling samples	labeled_INCOV088-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV090-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV090-AC	Labelling samples	labeled_INCOV090-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV090-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV090-BL	Labelling samples	labeled_INCOV090-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV091-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV091-AC	Labelling samples	labeled_INCOV091-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
